,rallyid,frameid,strokeid,hitter,receiver,isserve,serve,type,stroke,hitter_x,hitter_y,receiver_x,receiver_y,time
255,63,123162,1,Djokovic,Nadal,True,first,serve,forehand,4.36,-0.35,7.8,27.95,2091.4
256,63,123182,2,Nadal,Djokovic,False,first,topspin,backhand,5.51,27.19,4.48,0.54,2092.1999999990003
257,63,123226,3,Djokovic,Nadal,False,first,topspin,forehand,3.62,1.56,4.31,26.94,2093.96
258,63,123253,4,Nadal,Djokovic,False,first,topspin,backhand,0.93,27.32,4.1,0.29,2095.04
259,63,123285,5,Djokovic,Nadal,False,first,topspin,forehand,6.35,-0.78,2.27,26.09,2096.32
260,63,123316,6,Nadal,Djokovic,False,first,topspin,forehand,6.8,26.33,4.77,-1.13,2097.56
261,63,123356,7,Djokovic,Nadal,False,first,slice,backhand,1.39,1.0,5.61,25.37,2099.1599999990003
262,63,123393,8,Nadal,Djokovic,False,first,topspin,forehand,1.42,24.0,4.26,-0.84,2100.6399999990003
263,63,123421,9,Djokovic,Nadal,False,first,topspin,forehand,8.21,-1.25,1.68,24.0,2101.76
264,63,123452,10,Nadal,__undefined__,False,first,topspin,forehand,5.03,25.26,6.38,-2.27,2103.0
265,63,123486,11,Djokovic,Nadal,False,first,topspin,backhand,2.76,-2.07,5.18,23.67,2104.36
266,63,123519,12,Nadal,Djokovic,False,first,topspin,backhand,2.79,22.9,4.72,-1.74,2105.6799999990003
267,63,123548,13,Djokovic,Nadal,False,first,topspin,forehand,8.68,-1.89,2.53,21.85,2106.84
268,63,123585,14,Nadal,Djokovic,False,first,topspin,backhand,1.27,18.67,6.77,-1.56,2108.32
269,63,123611,15,Djokovic,Nadal,False,first,topspin,forehand,7.37,-1.0,1.97,20.06,2109.36
270,63,123643,16,Nadal,Djokovic,False,first,slice,forehand,6.04,22.58,5.07,-1.06,2110.6399999990003
271,63,123697,17,Djokovic,Nadal,False,first,topspin,forehand,2.34,0.71,5.53,25.02,2112.8
272,63,123722,18,Nadal,Djokovic,False,first,topspin,forehand,8.14,25.73,2.0,0.12,2113.8
273,63,123756,19,Djokovic,Nadal,False,first,topspin,backhand,1.84,0.09,6.99,26.21,2115.1599999990003
274,63,123782,20,Nadal,Djokovic,False,first,topspin,forehand,5.72,25.26,2.76,-0.15,2116.1999999990003
275,63,123811,21,Djokovic,Nadal,False,first,topspin,forehand,5.48,-0.97,4.43,26.69,2117.36
276,63,123839,22,Nadal,Djokovic,False,first,topspin,backhand,2.6,25.84,5.45,-1.77,2118.48
277,64,124718,1,Djokovic,Nadal,True,first,serve,forehand,6.01,-0.39,-0.32,27.19,2153.6399999990003
278,64,124741,2,Nadal,Djokovic,False,first,topspin,backhand,-2.15,25.37,5.76,0.57,2154.56
279,64,124774,3,Djokovic,Nadal,False,first,topspin,forehand,8.71,1.18,-0.73,25.61,2155.88
280,64,124809,4,Nadal,Djokovic,False,first,topspin,forehand,4.95,27.07,6.79,-0.45,2157.28
281,65,129797,1,Nadal,Djokovic,True,first,serve,forehand,5.75,-1.0,1.77,25.14,2356.8
282,65,129815,2,Djokovic,Nadal,False,first,return,forehand,0.54,23.9,6.13,0.5,2357.52
283,65,129856,3,Nadal,Djokovic,False,first,topspin,forehand,7.94,0.68,2.56,25.02,2359.1600000000003
284,65,129882,4,Djokovic,Nadal,False,first,topspin,backhand,8.6,25.97,7.79,1.98,2360.2000000000003
285,65,129906,5,Nadal,Djokovic,False,first,volley,forehand,3.2,4.53,8.51,26.33,2361.1600000000003
286,66,130642,1,Nadal,Djokovic,True,first,serve,forehand,4.12,-0.29,8.94,27.07,2390.6000000000004
287,66,130664,2,Djokovic,Nadal,False,first,return,backhand,11.03,26.21,4.99,1.26,2391.48
288,66,130700,3,Nadal,Djokovic,False,first,topspin,forehand,6.13,3.91,8.04,25.73,2392.92
289,67,131389,1,Nadal,Djokovic,True,first,serve,forehand,5.46,-0.39,1.49,26.45,2420.48
290,67,131407,2,Djokovic,Nadal,False,first,return,backhand,4.03,26.45,5.7,1.07,2421.2000000000003
291,68,132074,1,Nadal,Djokovic,True,first,serve,forehand,4.03,-0.49,8.77,27.07,2447.88
292,69,132601,1,Nadal,Djokovic,True,first,serve,forehand,4.02,-0.35,8.79,26.82,2468.96
293,70,132952,1,Nadal,Djokovic,True,second,serve,forehand,4.03,-0.42,8.54,23.89,2483.0
294,70,132971,2,Djokovic,Nadal,False,first,return,backhand,8.69,24.45,4.91,1.07,2483.76
295,70,133009,3,Nadal,Djokovic,False,first,topspin,forehand,2.37,1.59,6.27,25.97,2485.28
296,70,133038,4,Djokovic,Nadal,False,second,topspin,backhand,9.57,27.57,3.72,0.86,2486.44
297,71,133821,1,Nadal,Djokovic,True,first,serve,forehand,5.67,-0.62,1.57,25.61,2517.76
298,72,134514,1,Nadal,Djokovic,True,first,serve,forehand,4.11,-0.71,8.62,25.02,2545.48
299,73,134887,1,Nadal,Djokovic,True,second,serve,forehand,4.08,-0.78,8.76,23.89,2560.4
300,73,134911,2,Djokovic,Nadal,False,second,topspin,backhand,9.82,22.37,4.52,0.97,2561.36
301,73,134931,3,Nadal,Djokovic,False,first,topspin,forehand,3.52,0.57,9.89,22.48,2562.1600000000003
302,74,136612,1,Djokovic,Nadal,True,first,serve,forehand,5.73,-0.81,2.21,14.08,2629.4
303,75,136974,1,Djokovic,Nadal,True,second,serve,forehand,6.36,-0.65,0.43,26.94,2643.88
304,75,136997,2,Nadal,Djokovic,False,first,return,backhand,0.23,25.61,6.48,0.05,2644.8
305,75,137044,3,Djokovic,Nadal,False,second,topspin,forehand,4.15,0.71,4.18,27.19,2646.6800000000003
306,75,137071,4,Nadal,Djokovic,False,second,topspin,forehand,8.93,29.41,3.36,-0.22,2647.76
307,76,137638,1,Djokovic,Nadal,True,first,serve,forehand,4.2,-0.81,7.89,28.61,2670.44
308,77,138079,1,Djokovic,Nadal,True,second,serve,forehand,4.28,-0.87,7.75,27.45,2688.0800000000004
309,77,138111,2,Nadal,Djokovic,False,first,topspin,forehand,6.44,27.7,4.17,-1.28,2689.36
310,77,138148,3,Djokovic,Nadal,False,second,topspin,forehand,2.52,-1.59,5.09,26.21,2690.84
311,77,138175,4,Nadal,Djokovic,False,second,topspin,forehand,7.73,26.33,2.62,-2.39,2691.92
312,78,138741,1,Djokovic,Nadal,True,first,serve,forehand,6.14,-0.97,0.17,25.84,2714.56
313,79,139159,1,Djokovic,Nadal,True,first,serve,forehand,4.42,-0.91,8.2,26.94,2731.28
314,79,139179,2,Nadal,Djokovic,False,first,return,backhand,5.15,25.97,4.28,0.15,2732.0800000000004
315,79,139221,3,Djokovic,Nadal,False,first,topspin,forehand,4.38,1.94,4.23,26.82,2733.76
316,79,139248,4,Nadal,Djokovic,False,first,topspin,backhand,0.23,25.61,4.03,4.13,2734.84
317,80,140263,1,Nadal,__undefined__,True,first,serve,forehand,3.74,23.01,8.01,-2.27,2775.44
318,80,140282,2,Djokovic,Nadal,False,first,return,backhand,6.02,-1.16,3.61,21.55,2776.2000000000003
319,81,140846,1,Nadal,Djokovic,True,first,serve,forehand,6.0,14.01,3.18,-0.78,2798.76
320,81,140864,2,Djokovic,Nadal,False,first,return,forehand,5.92,0.19,5.26,13.5,2799.48
321,81,140890,3,Nadal,Nadal,False,first,topspin,forehand,2.58,12.65,6.96,-1.22,2800.52
322,81,140926,4,Djokovic,Nadal,False,first,topspin,backhand,3.19,-0.68,2.65,14.68,2801.96
323,81,140958,5,Nadal,Djokovic,False,first,topspin,backhand,0.22,14.01,7.57,-1.1,2803.2400000000002
324,82,141617,1,Nadal,Djokovic,True,first,serve,forehand,3.89,23.89,8.29,-2.48,2829.6000000000004
325,82,141638,2,Djokovic,Nadal,False,first,return,forehand,8.53,-1.53,3.17,22.27,2830.44
326,82,141669,3,Nadal,Djokovic,False,first,topspin,forehand,3.92,22.06,6.48,-2.01,2831.6800000000003
327,82,141704,4,Djokovic,Nadal,False,first,topspin,backhand,1.5,-1.25,5.04,24.11,2833.0800000000004
328,82,141737,5,Nadal,Djokovic,False,first,topspin,forehand,8.42,26.57,2.73,-1.16,2834.4
329,82,141768,6,Djokovic,Nadal,False,first,topspin,backhand,2.55,-0.81,6.86,27.07,2835.6400000000003
330,82,141801,7,Nadal,Djokovic,False,first,topspin,backhand,3.93,26.82,4.65,-1.53,2836.96
331,82,141833,8,Djokovic,Nadal,False,first,topspin,forehand,7.09,-1.32,2.74,26.33,2838.2400000000002
332,82,141865,9,Nadal,Djokovic,False,first,topspin,forehand,5.43,27.19,5.03,-1.53,2839.52
333,82,141900,10,Djokovic,Nadal,False,first,topspin,backhand,1.78,-0.35,6.21,28.08,2840.92
334,82,141930,11,Nadal,Djokovic,False,first,topspin,forehand,8.23,27.57,3.03,-1.19,2842.1200000000003
335,82,141961,12,Djokovic,Nadal,False,first,topspin,backhand,1.49,-0.62,6.89,28.21,2843.36
336,82,141989,13,Nadal,Djokovic,False,first,topspin,forehand,8.49,27.95,2.26,-0.55,2844.48
337,82,142021,14,Djokovic,Nadal,False,first,topspin,forehand,7.15,-1.28,6.23,27.57,2845.76
338,82,142069,15,Nadal,Djokovic,False,first,topspin,backhand,0.87,24.0,6.16,-1.89,2847.6800000000003
339,82,142096,16,Djokovic,Nadal,False,first,topspin,backhand,1.89,-1.5,1.15,24.0,2848.76
340,82,142121,17,Nadal,Djokovic,False,first,volley,backhand,3.1,21.65,3.14,-0.94,2849.76
341,82,142157,18,Djokovic,Nadal,False,first,topspin,backhand,1.79,6.14,3.85,19.31,2851.2000000000003
342,82,142167,19,Nadal,Djokovic,False,first,volley,forehand,4.43,19.97,1.79,5.65,2851.6000000000004
343,83,143032,1,Nadal,Djokovic,True,first,serve,forehand,5.92,24.56,1.1,-0.84,2886.2000000000003
344,84,143419,1,Nadal,Djokovic,True,second,serve,forehand,6.18,24.56,1.29,-0.52,2901.6800000000003
345,84,143442,2,Djokovic,Nadal,False,first,topspin,backhand,1.62,0.5,5.56,22.8,2902.6000000000004
346,84,143469,3,Nadal,Djokovic,False,first,topspin,forehand,6.12,24.56,3.55,-1.16,2903.6800000000003
347,85,144225,1,Nadal,Djokovic,True,first,serve,forehand,3.81,23.23,8.01,-2.25,2933.92
348,86,144563,1,Nadal,Djokovic,True,second,serve,forehand,3.72,24.0,7.95,-0.91,2947.44
349,86,144585,2,Djokovic,Nadal,False,second,return,forehand,7.6,-0.45,3.57,21.96,2948.32
350,86,144615,3,Nadal,Djokovic,False,second,topspin,backhand,2.66,22.37,5.6,-1.5,2949.52
351,86,144649,4,Djokovic,Nadal,False,second,topspin,backhand,1.95,-1.03,5.45,26.57,2950.88
352,86,144678,5,Nadal,Djokovic,False,second,topspin,forehand,9.12,27.95,3.17,-1.25,2952.04
353,86,144710,6,Djokovic,Nadal,False,second,topspin,backhand,1.97,-0.12,7.7,28.21,2953.32
354,86,144743,7,Nadal,Djokovic,False,second,topspin,forehand,4.17,26.57,4.55,-1.98,2954.6400000000003
355,87,145545,1,Nadal,Djokovic,True,first,serve,forehand,6.02,24.68,1.11,-0.91,2986.7200000000003
356,87,145567,2,Djokovic,Nadal,False,first,return,backhand,-1.78,1.71,5.48,22.8,2987.6000000000004
357,88,148620,1,Djokovic,Nadal,True,first,serve,forehand,2.69,24.11,9.41,-3.33,3109.7200000000003
358,89,148939,1,Djokovic,Nadal,True,second,serve,forehand,2.75,24.11,9.43,-3.04,3122.48
359,89,148962,2,Nadal,Djokovic,False,second,return,forehand,8.21,-2.22,3.19,23.67,3123.4
360,90,149523,1,Djokovic,Nadal,True,first,serve,forehand,6.79,25.84,2.6,-1.44,3145.84
361,91,149888,1,Djokovic,Nadal,True,first,serve,forehand,6.28,25.84,2.41,-1.06,3160.44
362,91,149909,2,Nadal,Djokovic,False,first,return,forehand,1.2,1.29,6.35,25.02,3161.28
363,91,149943,3,Djokovic,Nadal,False,first,topspin,backhand,7.99,24.33,3.13,0.54,3162.6400000000003
364,91,149974,4,Nadal,Djokovic,False,first,topspin,backhand,5.77,1.22,5.34,26.82,3163.88
365,91,150008,5,Djokovic,Nadal,False,first,topspin,backhand,5.34,26.94,5.16,-0.25,3165.2400000000002
366,92,150649,1,Djokovic,Nadal,True,first,serve,forehand,2.97,23.55,9.32,-3.25,3190.88
367,92,150668,2,Nadal,Djokovic,False,first,return,forehand,6.23,-2.13,3.38,21.85,3191.6400000000003
368,93,151266,1,Djokovic,Nadal,True,first,serve,forehand,5.68,27.45,2.09,-1.28,3215.5600000000004
369,93,151288,2,Nadal,Djokovic,False,first,return,backhand,4.77,-0.39,5.66,26.21,3216.44
370,93,151322,3,Djokovic,Nadal,False,first,topspin,forehand,5.66,27.32,5.17,0.12,3217.8
371,93,151350,4,Nadal,Djokovic,False,first,topspin,forehand,1.93,0.71,7.07,30.09,3218.92
372,93,151380,5,Djokovic,Nadal,False,first,slice,forehand,4.18,30.37,2.38,0.36,3220.1200000000003
373,93,151442,6,Nadal,Djokovic,False,first,topspin,forehand,5.01,3.1,3.76,29.27,3222.6000000000004
374,94,152155,1,Djokovic,Nadal,True,first,serve,forehand,2.49,24.0,9.06,-2.45,3251.1200000000003
375,95,153345,1,Nadal,Djokovic,True,first,serve,forehand,5.51,-0.39,2.05,22.9,3298.7200000000003
376,96,153728,1,Nadal,Djokovic,True,second,serve,forehand,5.57,-0.52,1.46,24.45,3314.0400000000004
377,96,153749,2,Djokovic,Nadal,False,second,return,backhand,3.22,25.37,5.96,0.78,3314.88
378,96,153773,3,Nadal,Djokovic,False,second,topspin,backhand,6.91,0.33,3.76,24.0,3315.84
379,96,153809,4,Djokovic,Nadal,False,second,topspin,backhand,6.22,24.45,4.88,-1.86,3317.28
380,96,153838,5,Nadal,Djokovic,False,second,topspin,forehand,2.73,-1.71,5.89,25.97,3318.44
381,96,153869,6,Djokovic,Nadal,False,first,topspin,backhand,7.77,26.21,3.74,-1.8,3319.6800000000003
382,96,153899,7,Nadal,Djokovic,False,first,topspin,forehand,2.69,-0.84,6.77,26.82,3320.88
383,96,153930,8,Djokovic,Nadal,False,second,topspin,forehand,4.93,27.45,4.54,-0.97,3322.1200000000003
384,96,153956,9,Nadal,Djokovic,False,second,topspin,backhand,5.84,-0.97,4.91,27.45,3323.1600000000003
385,96,153994,10,Djokovic,Nadal,False,second,topspin,forehand,1.81,25.73,5.91,-2.33,3324.6800000000003
386,96,154033,11,Nadal,Djokovic,False,second,slice,backhand,9.45,-0.42,2.95,25.97,3326.2400000000002
387,96,154074,12,Djokovic,Nadal,False,second,topspin,backhand,6.17,24.0,6.12,-0.49,3327.88
388,96,154101,13,Nadal,Djokovic,False,second,slice,backhand,7.12,-0.84,4.98,26.09,3328.96
389,96,154136,14,Djokovic,Nadal,False,second,topspin,forehand,3.61,23.12,6.02,-1.92,3330.36
390,96,154167,15,Nadal,Djokovic,False,second,topspin,backhand,8.9,-0.78,3.62,25.37,3331.6000000000004
391,97,154988,1,Nadal,Djokovic,True,first,serve,forehand,4.03,-0.94,8.74,26.33,3364.44
392,97,155008,2,Djokovic,Nadal,False,first,return,backhand,9.68,25.37,4.94,0.75,3365.2400000000002
393,97,155038,3,Nadal,Djokovic,False,first,topspin,forehand,3.9,-0.91,7.74,25.49,3366.44
394,97,155073,4,Djokovic,Nadal,False,first,slice,forehand,1.14,26.82,5.65,-0.81,3367.84
395,97,155122,5,Nadal,Djokovic,False,first,topspin,forehand,9.4,-1.13,2.72,27.32,3369.8
396,98,156061,1,Nadal,Djokovic,True,first,serve,forehand,5.5,-0.71,1.57,26.21,3407.36
397,99,156716,1,Nadal,Djokovic,True,first,serve,forehand,3.96,-0.84,8.91,26.33,3433.5600000000004
398,99,156738,2,Djokovic,Nadal,False,first,return,backhand,9.52,25.14,4.67,0.75,3434.44
399,99,156769,3,Nadal,Djokovic,False,first,topspin,backhand,7.23,-1.0,6.9,24.56,3435.6800000000003
400,100,157430,1,Nadal,Djokovic,True,first,serve,forehand,5.48,-1.0,1.38,25.84,3462.1200000000003
401,100,157448,2,Djokovic,Nadal,False,first,return,backhand,3.45,25.49,5.74,0.64,3462.84
402,100,157494,3,Nadal,Djokovic,False,first,topspin,forehand,6.82,-1.77,4.48,25.97,3464.6800000000003
403,100,157533,4,Djokovic,Nadal,False,first,topspin,forehand,6.02,26.21,6.04,-3.09,3466.2400000000002
404,100,157563,5,Nadal,Djokovic,False,first,topspin,backhand,7.73,-2.13,5.05,25.14,3467.44
405,100,157606,6,Djokovic,Nadal,False,first,topspin,forehand,4.61,27.57,5.88,-2.62,3469.1600000000003
406,100,157637,7,Nadal,Djokovic,False,first,topspin,forehand,2.49,-3.04,5.38,26.69,3470.4
407,100,157673,8,Djokovic,Nadal,False,first,topspin,backhand,7.93,26.09,3.44,-2.5,3471.84
408,100,157704,9,Nadal,Djokovic,False,first,topspin,forehand,2.42,-1.16,7.23,26.69,3473.0800000000004
409,100,157735,10,Djokovic,Nadal,False,first,topspin,forehand,3.89,28.61,3.99,-0.68,3474.32
410,100,157769,11,Nadal,Djokovic,False,first,topspin,forehand,6.82,-0.78,3.9,28.08,3475.6800000000003
411,100,157798,12,Djokovic,Nadal,False,first,topspin,forehand,1.23,27.95,7.23,-1.44,3476.84
412,100,157830,13,Nadal,Djokovic,False,first,topspin,forehand,7.01,-1.95,3.07,28.08,3478.1200000000003
413,100,157876,14,Djokovic,Nadal,False,first,stop,backhand,7.29,25.73,4.88,-2.04,3479.96
414,100,157929,15,Nadal,Djokovic,False,first,slice,backhand,7.35,9.03,5.74,19.4,3482.0800000000004
415,101,157969,1,Djokovic,Nadal,False,first,topspin,backhand,7.75,18.58,6.28,9.86,3483.6800000000003
416,101,157982,2,Nadal,Djokovic,False,first,volley,backhand,8.03,10.41,6.95,17.52,3484.2000000000003
417,102,161150,1,Djokovic,Nadal,True,first,serve,forehand,6.28,-0.81,0.4,26.33,3610.92
418,103,161561,1,Djokovic,Nadal,True,second,serve,forehand,6.29,-0.71,0.71,24.68,3627.36
419,103,161583,2,Nadal,Djokovic,False,second,return,backhand,-0.29,24.22,6.22,-0.02,3628.2400000000002
420,103,161617,3,Djokovic,Nadal,False,second,topspin,forehand,10.16,-0.19,-0.47,24.79,3629.6000000000004
421,104,162268,1,Djokovic,Nadal,True,first,serve,forehand,4.29,-1.1,7.9,28.35,3655.6400000000003
422,104,162289,2,Nadal,Djokovic,False,first,return,forehand,10.11,28.08,4.19,0.26,3656.48
423,104,162331,3,Djokovic,Nadal,False,first,topspin,forehand,4.03,1.59,6.54,27.07,3658.1600000000003
424,104,162365,4,Nadal,Djokovic,False,first,topspin,backhand,-1.22,26.82,3.81,4.71,3659.5200000000004
425,105,162979,1,Djokovic,Nadal,True,first,serve,forehand,6.17,-0.94,-0.02,26.69,3684.0800000000004
426,105,163001,2,Nadal,Djokovic,False,first,return,backhand,-1.38,25.49,6.19,0.09,3684.96
427,105,163034,3,Djokovic,Nadal,False,first,topspin,backhand,5.66,-1.98,1.27,25.14,3686.28
428,106,163780,1,Djokovic,Nadal,True,first,serve,forehand,4.03,-0.87,7.57,28.87,3716.1200000000003
429,107,164201,1,Djokovic,Nadal,True,first,serve,forehand,4.23,-0.42,7.54,28.21,3732.96
430,108,164567,1,Djokovic,Nadal,True,second,serve,forehand,4.19,-0.65,7.33,24.11,3747.6000000000004
431,108,164586,2,Nadal,Djokovic,False,second,return,backhand,5.6,23.23,4.35,0.26,3748.36
432,108,164616,3,Djokovic,Nadal,False,second,topspin,backhand,4.32,-0.71,4.55,23.23,3749.5600000000004
433,108,164651,4,Nadal,Djokovic,False,second,topspin,backhand,0.45,23.67,5.66,-1.25,3750.96
434,108,164685,5,Djokovic,Nadal,False,second,topspin,forehand,7.86,-0.62,1.11,25.37,3752.32
435,108,164716,6,Nadal,Djokovic,False,second,slice,forehand,7.15,28.08,6.2,-0.65,3753.5600000000004
436,108,164765,7,Djokovic,Nadal,False,second,topspin,forehand,1.89,3.99,6.51,27.83,3755.5200000000004
437,109,165545,1,Djokovic,Nadal,True,first,serve,forehand,6.1,-0.45,0.19,26.69,3786.7200000000003
438,109,165568,2,Nadal,Djokovic,False,first,return,backhand,-2.19,25.97,6.08,0.61,3787.6400000000003
439,109,165601,3,Djokovic,Nadal,False,first,topspin,forehand,7.15,0.09,-0.49,25.49,3788.96
440,109,165636,4,Nadal,Djokovic,False,first,slice,backhand,2.64,25.84,5.49,-0.35,3790.36
441,109,165680,5,Djokovic,Nadal,False,first,topspin,forehand,1.54,0.89,5.45,26.33,3792.1200000000003
442,109,165712,6,Nadal,Djokovic,False,first,topspin,forehand,8.32,26.82,2.44,-0.49,3793.4
443,109,165744,7,Djokovic,Nadal,False,first,topspin,backhand,1.94,-0.52,6.65,25.37,3794.6800000000003
444,109,165775,8,Nadal,Djokovic,False,first,topspin,backhand,3.02,25.37,4.12,-1.41,3795.92
445,109,165810,9,Djokovic,Nadal,False,first,topspin,forehand,5.8,-0.87,3.58,25.97,3797.32
446,109,165839,10,Nadal,Djokovic,False,first,topspin,backhand,0.88,25.84,5.58,-1.38,3798.48
447,109,165874,11,Djokovic,Nadal,False,first,topspin,forehand,4.81,-1.65,2.62,25.73,3799.88
448,109,165910,12,Nadal,Djokovic,False,first,topspin,forehand,7.95,26.57,3.82,-1.47,3801.32
449,109,165952,13,Djokovic,Nadal,False,first,topspin,forehand,1.22,0.68,6.28,26.94,3803.0000000000005
450,109,165982,14,Nadal,Djokovic,False,first,topspin,backhand,2.44,27.19,2.44,0.26,3804.2000000000003
451,110,166740,1,Djokovic,Nadal,True,first,serve,forehand,4.2,-0.97,7.8,28.47,3834.5200000000004
452,110,166760,2,Nadal,Djokovic,False,first,return,backhand,5.21,27.45,4.22,-0.05,3835.32
453,110,166799,3,Djokovic,Nadal,False,first,topspin,forehand,5.65,-1.28,4.02,27.57,3836.88
454,110,166833,4,Nadal,Djokovic,False,first,topspin,backhand,0.22,27.32,5.71,-1.59,3838.2400000000002
455,110,166862,5,Djokovic,Nadal,False,first,topspin,forehand,8.17,-1.06,-0.52,28.47,3839.4
456,110,166900,6,Nadal,Djokovic,False,first,topspin,forehand,5.95,28.74,5.05,-1.59,3840.92
457,110,166933,7,Djokovic,Djokovic,False,first,topspin,backhand,3.2,-1.16,6.63,27.32,3842.2400000000002
458,110,166968,8,Nadal,Djokovic,False,first,slice,backhand,1.05,27.7,4.67,-0.91,3843.6400000000003
459,110,167010,9,Djokovic,Nadal,False,first,topspin,backhand,3.32,-0.55,3.46,27.7,3845.32
460,110,167043,10,Nadal,Djokovic,False,first,topspin,forehand,7.69,28.47,3.98,-1.53,3846.6400000000003
461,110,167077,11,Djokovic,__undefined__,False,first,topspin,backhand,0.86,-0.19,8.4,27.95,3848.0000000000005
462,111,167902,1,Djokovic,Nadal,True,first,serve,forehand,6.36,-0.29,0.49,27.7,3881.0000000000005
463,111,167923,2,Nadal,Djokovic,False,first,return,backhand,-0.77,26.57,6.3,0.36,3881.84
464,111,167965,3,Djokovic,Nadal,False,first,topspin,forehand,5.72,-1.13,3.37,26.94,3883.5200000000004
465,111,167993,4,Nadal,Djokovic,False,first,topspin,forehand,8.91,28.74,4.66,-1.44,3884.6400000000003
466,111,168047,5,Djokovic,Nadal,False,first,topspin,forehand,0.54,2.05,8.18,28.35,3886.8
467,111,168073,6,Nadal,Djokovic,False,first,slice,backhand,3.71,28.74,1.68,0.29,3887.84
468,111,168141,7,Djokovic,Nadal,False,first,topspin,forehand,7.52,5.6,3.53,28.08,3890.5600000000004
469,112,168879,1,Djokovic,Nadal,True,first,serve,forehand,4.44,-0.68,8.01,28.35,3920.0800000000004
470,112,168899,2,Nadal,Djokovic,False,first,return,backhand,5.6,27.07,4.63,0.22,3920.88
471,112,168959,3,Djokovic,Nadal,False,first,topspin,forehand,6.56,0.89,3.92,26.57,3923.28
472,112,168991,4,Nadal,Djokovic,False,first,topspin,backhand,0.24,25.49,6.07,-0.87,3924.5600000000004
473,112,169022,5,Djokovic,Nadal,False,first,topspin,forehand,6.73,-1.0,1.31,26.57,3925.8
474,112,169052,6,Nadal,Djokovic,False,first,slice,backhand,1.51,24.91,5.52,-1.1,3927.0000000000005
475,112,169100,7,Djokovic,Nadal,False,first,topspin,forehand,1.36,-0.94,4.85,26.94,3928.92
476,112,169130,8,Nadal,Djokovic,False,first,topspin,forehand,9.23,26.33,2.19,-1.35,3930.1200000000003
477,113,170027,1,Djokovic,Nadal,True,first,serve,forehand,6.5,0.05,1.1,28.87,3966.0000000000005
478,114,170757,1,Djokovic,Nadal,True,second,serve,forehand,6.06,-0.15,0.39,25.02,3995.2000000000003
479,114,170779,2,Nadal,Djokovic,False,first,return,backhand,-0.52,24.11,6.26,0.54,3996.0800000000004
480,114,170808,3,Djokovic,Nadal,False,first,topspin,forehand,8.05,-0.15,1.07,24.22,3997.2400000000002
481,114,170844,4,Nadal,Djokovic,False,second,topspin,forehand,7.15,27.32,5.18,-0.87,3998.6800000000003
482,114,170879,5,Djokovic,Nadal,False,second,topspin,backhand,2.36,0.86,7.19,27.45,4000.0800000000004
483,114,170908,6,Nadal,Djokovic,False,second,topspin,forehand,6.84,25.49,3.07,-0.12,4001.2400000000002
484,114,170940,7,Djokovic,Nadal,False,second,topspin,forehand,3.01,-0.84,5.72,26.09,4002.5200000000004
485,114,170979,8,Nadal,Djokovic,False,second,topspin,forehand,8.28,25.61,3.34,-2.07,4004.0800000000004
486,115,171749,1,Djokovic,Nadal,True,first,serve,forehand,4.15,-0.62,7.42,26.45,4034.88
487,115,171770,2,Nadal,Djokovic,False,first,return,backhand,5.26,25.97,4.13,0.15,4035.7200000000003
488,115,171812,3,Djokovic,Nadal,False,first,topspin,forehand,8.08,0.89,3.2,25.97,4037.4
489,115,171847,4,Nadal,Djokovic,False,first,slice,backhand,0.16,24.79,5.98,0.12,4038.8
490,115,171895,5,Djokovic,Nadal,False,first,topspin,backhand,2.46,-0.12,3.88,24.79,4040.7200000000003
491,115,171926,6,Nadal,Djokovic,False,first,topspin,backhand,1.38,25.26,4.5,-1.16,4041.96
492,115,171954,7,Djokovic,Nadal,False,first,topspin,backhand,3.02,-0.87,2.64,25.37,4043.0800000000004
493,115,171983,8,Djokovic,Djokovic,False,first,topspin,forehand,7.03,25.61,3.34,-1.77,4044.2400000000002
494,115,172021,9,Djokovic,Nadal,False,first,topspin,backhand,0.63,0.47,6.77,26.09,4045.76
495,115,172046,10,Nadal,Djokovic,False,first,slice,backhand,3.19,25.61,1.75,0.61,4046.76
496,116,173284,1,Nadal,Djokovic,True,first,serve,forehand,4.04,21.14,8.17,-2.9,4096.279999999
497,117,173620,1,Nadal,Djokovic,True,second,serve,forehand,3.93,23.77,7.97,-0.81,4109.72
498,117,173640,2,Djokovic,Nadal,False,second,return,forehand,7.94,-0.29,3.37,22.17,4110.52
499,117,173666,3,Nadal,Djokovic,False,second,topspin,backhand,1.77,23.23,6.41,-0.94,4111.56
500,117,173697,4,Djokovic,Nadal,False,second,topspin,forehand,9.2,-1.32,2.04,23.77,4112.8
501,117,173727,5,Nadal,Djokovic,False,second,topspin,forehand,3.79,23.67,6.55,-0.35,4114.0
502,117,173756,6,Djokovic,Nadal,False,second,topspin,backhand,2.69,-0.55,6.93,21.65,4115.16
503,117,173785,7,Nadal,Djokovic,False,second,stop,forehand,8.87,21.14,2.64,-0.35,4116.319999999
504,118,174592,1,Nadal,Djokovic,True,first,serve,forehand,6.09,24.0,1.33,-1.5,4148.6
505,119,175039,1,Nadal,Djokovic,True,second,serve,forehand,6.04,24.79,1.44,-0.49,4166.479999999
506,120,175848,1,Nadal,Djokovic,True,first,serve,forehand,3.83,23.01,8.04,-1.77,4198.84
507,120,175869,2,Djokovic,Nadal,False,first,return,forehand,8.86,-0.52,3.65,21.34,4199.68
