Season,PLAYER,POS,BODY FAT %,HAND LENGTH (inches),HAND WIDTH (inches),HEIGHT W/O SHOES,HEIGHT W/ SHOES,STANDING REACH,WEIGHT (LBS),WINGSPAN
2017-18,Kobi Simmons,PG,5.00%,8.5,9.5,6' 3.25'',6' 4.5'',8' 3'',166.2,6' 6''
2017-18,Kyle Kuzma,SF-SG,9.40%,8.5,9.5,6' 8'',6' 9.5'',8' 11.5'',222.6,7' 0.25''
2017-18,Luke Kennard,SG-SF,6.60%,8,8.75,6' 4.5'',6' 5.5'',8' 2.5'',196.2,6' 5.25''
2017-18,Markelle Fultz,PG,-%,-,-,,,,-,
2017-18,Melo Trimble,PG,10.60%,8,8.75,6' 1.25'',6' 2.5'',7' 11.5'',195.2,6' 2''
2017-18,Monte Morris,PG,6.90%,8.25,8.75,6' 1.25'',6' 2.5'',8' 0.5'',175.2,6' 4''
2017-18,Moritz Wagner,PF,6.70%,8.75,10.75,6' 10'',6' 11.25'',9' 0'',231.2,7' 0''
2017-18,Nigel Hayes,PF,11.50%,8.75,10,6' 6.25'',6' 7.5'',8' 8.5'',254.2,7' 3.25''
2017-18,Nigel Williams-Goss,PG,5.60%,8.75,9.25,6' 1.5'',6' 3'',8' 3'',190.2,6' 7.25''
2017-18,OG Anunoby,SF,6.80%,9.25,9.5,6' 6.25'',6' 7.75'',8' 11.5'',232.4,7' 2.25''
2017-18,Omer Yurtseven,C,7.60%,9,10.5,6' 10.5'',6' 11.75'',9' 0.5'',248.4,7' 1''
2017-18,PJ Dozier,SG,6.10%,8.5,9.5,6' 5.25'',6' 6.75'',8' 5'',200.6,6' 11''
2017-18,Peter Jok,SG-SF,11.00%,8.25,9.5,6' 4.25'',6' 5.75'',8' 6'',202.4,6' 8''
2017-18,Rawle Alkins,SG-SF,11.00%,8.75,10,6' 2.5'',6' 3.75'',8' 3'',222.6,6' 8.75''
2017-18,Semi Ojeleye,SF-SG,5.50%,8.75,9.5,6' 5.25'',6' 6.75'',8' 6'',241.4,6' 9.75''
2017-18,Sindarius Thornwell,SG-SF,7.80%,8.75,8.75,6' 3.5'',6' 4.75'',8' 7'',211.6,6' 10''
2017-18,Svi Mykhailiuk,SG-SF,11.40%,8,9.25,6' 6.5'',6' 7.5'',8' 4'',219.6,6' 5''
2017-18,TJ Leaf,PF,6.80%,8.5,9.5,6' 8.75'',6' 9.75'',8' 11'',222.2,6' 11''
2017-18,Terrance Ferguson,SG-SF,5.80%,8.5,10,6' 5.5'',6' 7'',8' 7'',184.4,6' 8.75''
2017-18,Thomas Bryant,PF-C,9.40%,9.5,10.25,6' 9.5'',6' 10.75'',9' 4.5'',247.8,7' 6''
2017-18,Thomas Welsh,PF-C,10.90%,9,10.5,6' 11.5'',7' 0.5'',9' 1.5'',254,7' 0''
2017-18,Tony Bradley,C,12.00%,9.5,9.5,6' 9.25'',6' 10.75'',9' 4.5'',248.8,7' 5''
2017-18,Tyler Dorsey,SG,4.70%,8.5,9.25,6' 3'',6' 4.5'',8' 3.5'',182.6,6' 5.25''
2017-18,Tyler Lydon,PF,13.60%,8.75,8.75,6' 8.25'',6' 9.5'',8' 11.5'',215,7' 0''
2017-18,V.J. Beachem,SG-SF,6.80%,8.5,9,6' 6.25'',6' 8'',8' 8.5'',193.4,6' 10.25''
2017-18,Wesley Iwundu,SG-SF,4.00%,8.75,9.5,6' 5.5'',6' 6.75'',8' 9.5'',193.4,7' 1''
2017-18,Zach Collins,PF-C,8.90%,8.75,9.25,6' 10.25'',7' 0'',9' 3'',232.2,7' 1''
2016-17,Zhou Qi,PF-C,4.85%,9.25,9.5,7' 1.25'',7' 2.25'',9' 4.5'',218.2,7' 7.75''
2016-17,Wayne Selden,SG,7.30%,9,9.25,6' 4.25'',6' 5.75'',8' 5'',232.4,6' 10.5''
2016-17,Wade Baldwin IV,PG,5.20%,9,9.75,6' 2.5'',6' 4'',8' 4'',201.8,6' 11.25''
2016-17,Tyler Ulis,PG,5.20%,7.5,7.5,5' 8.75'',5' 10'',7' 4.5'',149.2,6' 2''
2016-17,Troy Williams,SF,10.00%,8.25,9.25,6' 5.75'',6' 6.75'',8' 6'',217.8,6' 8.25''
2016-17,Thon Maker,PF,6.05%,8.75,9.5,6' 11.75'',7' 0.75'',9' 2.5'',216,7' 3''
2016-17,Taurean Prince,SF,6.45%,9,8.5,6' 6.5'',6' 7.75'',8' 6'',220.2,6' 11.5''
2016-17,Stephen Zimmerman,C,11.15%,9,9,6' 10.25'',6' 11.75'',9' 0.5'',234,7' 3.25''
2016-17,Skal Labissiere,PF-C,5.70%,8.75,9,6' 10.5'',6' 11.75'',8' 9.5'',215.8,7' 2.5''
2016-17,Ron Baker,SG,7.85%,8.75,9.5,6' 3.25'',6' 4.25'',8' 1.5'',212.4,6' 9.75''
2016-17,Perry Ellis,PF,4.60%,8,8.5,6' 7'',6' 8.25'',8' 6'',217.8,6' 10.25''
2016-17,Patrick McCaw,PG-SG,4.70%,8.75,8.75,6' 5.25'',6' 6.75'',8' 4.5'',180.8,6' 10''
2016-17,Pascal Siakam,PF,5.20%,9.25,10,6' 8.25'',6' 9.5'',8' 11.5'',226.6,7' 3.25''
2016-17,Nigel Hayes,SF-PF,10.90%,8.5,9.5,6' 6.25'',6' 7.25'',8' 11.5'',245,7' 3''
2016-17,Michael Gbinije,SG,5.40%,8,9,6' 5.5'',6' 6.75'',8' 5'',204.6,6' 7.5''
2016-17,Melo Trimble,PG,8.35%,8,8.75,6' 1.25'',6' 2.5'',7' 8.5'',191.8,6' 2''
2016-17,Marquese Chriss,PF,8.50%,9,9,6' 8.75'',6' 10'',8' 9'',233,7' 0.25''
2016-17,Marcus Paige,PG,4.30%,7.75,8.75,6' 0.5'',6' 1.75'',8' 1'',163.8,6' 6.25''
2016-17,Marcus Lee,PF-C,5.35%,9,9,6' 9'',6' 10.25'',8' 11.5'',211,7' 3''
2016-17,Malik Newman,SG,5.60%,8.25,9.25,6' 2.25'',6' 3.5'',8' 1.5'',182.2,6' 5.75''
2016-17,Malik Beasley,SG,6.90%,8.5,9,6' 3.5'',6' 4.5'',8' 4.5'',189.8,6' 7''
2016-17,Malcolm Brogdon,SG,5.40%,9,10.25,6' 3.75'',6' 5.5'',8' 2'',223,6' 10.5''
2016-17,Malachi Richardson,SG-SF,7.00%,8.75,10,6' 4.75'',6' 6.25'',8' 5.5'',199.6,7' 0''
2016-17,Kyle Wiltjer,PF,15.25%,8.25,9.5,6' 8.75'',6' 10'',8' 6.5'',242.8,7' 0.25''
2016-17,Kris Dunn,PG,-%,-,-,6' 3'',6' 4.25'',8' 4'',0,6' 9.5''
2016-17,Kay Felder,PG,5.80%,8.25,8.5,5' 8.25'',5' 9.5'',7' 4.5'',177.2,6' 2.5''
2016-17,Justin Jackson,SF,7.60%,8.75,8.75,6' 7'',6' 8.25'',8' 7.5'',193.4,6' 10.75''
2016-17,Josh Hart,SG,5.75%,8.5,9.25,6' 4'',6' 5.5'',8' 3.5'',203.6,6' 8.5''
2016-17,Joel Bolomboy,PF,5.15%,9,10.25,6' 7.5'',6' 9'',8' 7.5'',224.4,7' 1.75''
2016-17,Jaylen Brown,SG-SF,5.05%,8.75,9,6' 5.25'',6' 6.75'',8' 6.5'',222.8,6' 11.75''
2016-17,Jarrod Uthoff,PF,6.00%,8.75,9,6' 8.5'',6' 9.75'',8' 8'',214.4,6' 11.5''
2016-17,Jaron Blossomgame,SF,5.25%,8.5,10,6' 6.25'',6' 7.25'',8' 6'',213.6,6' 10''
2016-17,Jakob Poeltl,C,5.80%,9.25,10.25,7' 0.25'',7' 1'',9' 3.5'',239,7' 2.75''
2016-17,Jake Layman,SF,7.10%,8.25,9.25,6' 8'',6' 9.25'',8' 6'',208.6,6' 9.25''
2016-17,Isaiah Whitehead,PG-SG,9.25%,8.5,8.75,6' 3.25'',6' 4.5'',8' 4'',210,6' 8.75''
2016-17,Isaiah Cousins,PG,4.80%,8.25,8.75,6' 3.25'',6' 4.5'',8' 2.5'',194,6' 6.25''
2016-17,Henry Ellenson,PF,11.20%,8.5,9.75,6' 10'',6' 11.5'',9' 0'',242,7' 2.25''
2016-17,Georges Niang,PF,10.05%,9.25,9.25,6' 6.75'',6' 8.5'',8' 7'',230.8,6' 10''
2016-17,Gary Payton II,PG,3.95%,8.75,9.5,6' 2'',6' 3'',8' 3.5'',183.8,6' 8''
2016-17,Elgin Cook,SF,6.35%,8.5,10.25,6' 5'',6' 6.25'',8' 4.5'',209.8,6' 10''
2016-17,Dorian Finney-Smith,SF,6.45%,9,9.75,6' 6.5'',6' 7.75'',8' 9.5'',212.6,6' 11.75''
2016-17,Diamond Stone,C,12.85%,8.5,7.75,6' 9'',6' 10.25'',9' 0.5'',254.4,7' 2.75''
2016-17,Deyonta Davis,PF,9.70%,9,9.25,6' 9.25'',6' 10.5'',9' 0.5'',237.2,7' 2.5''
2016-17,Denzel Valentine,SG-SF,9.20%,8.5,9.75,6' 4'',6' 5.75'',8' 6'',210.4,6' 10.75''
2016-17,Demetrius Jackson,PG,6.50%,8.25,9,6' 0'',6' 1.25'',7' 9'',193.8,6' 5.5''
2016-17,DeAndre Bembry,SG-SF,7.00%,8,9.25,6' 4.25'',6' 5.75'',8' 5'',206.6,6' 9.25''
2016-17,Daniel Hamilton,SG-SF,5.95%,9,8.5,6' 6.25'',6' 8'',8' 7.5'',197,6' 9''
2016-17,Damian Jones,C,6.55%,8.75,10.5,6' 10.25'',6' 11.5'',8' 11'',243.6,7' 3.75''
2016-17,Chinanu Onuaku,C,8.55%,9,8,6' 9'',6' 10'',9' 0.5'',245.2,7' 2.75''
2016-17,Cheick Diallo,PF,5.60%,8.5,9.75,6' 7.5'',6' 9'',8' 11.5'',218.6,7' 4.5''
2016-17,Cat Barber,PG,4.50%,8,8.5,6' 1.5'',6' 2.75'',7' 11.5'',173,6' 5.5''
2016-17,Caris LeVert,SG,7.55%,8.5,9.25,6' 5.75'',6' 7'',8' 5'',191,6' 10''
2016-17,Caleb Swanigan,PF,12.55%,9,10.25,6' 7.5'',6' 8.5'',8' 11'',246.6,7' 3.5''
2016-17,Buddy Hield,SG,6.10%,8.5,9,6' 3.75'',6' 5'',8' 5'',212.4,6' 9.25''
2016-17,Brice Johnson,PF,7.50%,9,8.25,6' 9'',6' 10.5'',8' 10.5'',208.6,7' 0.5''
2016-17,Ben Bentil,PF,9.70%,9.5,10,6' 7.25'',6' 8.25'',8' 9'',229.2,7' 1.5''
2015-16,Aaron Harrison,SG,6.00%,8.75,10,6' 4.5'',6' 6'',8' 4.5'',209.2,6' 8.25''
2015-16,Alan Williams,PF,12.00%,8.5,9.5,6' 7.25'',6' 8.25'',8' 10.5'',261.4,7' 1.75''
2015-16,Andrew Harrison,PG,5.90%,8.25,9.25,6' 4.5'',6' 5.5'',8' 4'',213.2,6' 9''
2015-16,Anthony Brown,SF-SG,6.10%,8.5,9,6' 5.75'',6' 7.25'',8' 8.5'',211,6' 11''
2015-16,Bobby Portis,PF,8.90%,9.5,9.25,6' 9.5'',6' 10.5'',9' 0.5'',246.2,7' 2''
2015-16,Branden Dawson,PF,5.80%,9,8.75,6' 5.5'',6' 6.75'',8' 9'',230.2,6' 11''
2015-16,Brandon Ashley,PF,8.80%,9,9.5,6' 7.25'',6' 8.5'',8' 9'',228,7' 3.75''
2015-16,Cameron Payne,PG,6.30%,8.5,8.25,6' 0.75'',6' 1.5'',8' 1.5'',182.8,6' 7.25''
2015-16,Chasson Randle,PG,4.50%,8.5,9.5,6' 0.25'',6' 1.5'',8' 0.5'',178.8,6' 7''
2015-16,Chris McCullough,PF,6.20%,8.75,8.75,6' 8.25'',6' 9'',9' 1'',199,7' 3.25''
2015-16,Chris Walker,PF,5.10%,9,9,6' 8.75'',6' 9.25'',9' 0'',208,7' 2.75''
2015-16,Christian Wood,PF,14.70%,9.25,10.75,6' 9.25'',6' 10.5'',9' 3.5'',216,7' 3.25''
2015-16,Cliff Alexander,PF-C,5.80%,9.5,10.25,6' 7.25'',6' 8.5'',9' 1.5'',239.2,7' 3.5''
2015-16,Corey Hawkins,SG-PG,5.50%,8.75,9,6' 0.75'',6' 1.75'',8' 3.5'',191.8,6' 8''
2015-16,D?Angelo Russell,PG-SG,8.30%,8.75,9.75,6' 3.25'',6' 5'',8' 6'',193.4,6' 9.75''
2015-16,Dakari Johnson,C,14.90%,9.25,10.5,6' 11'',6' 11.75'',9' 4'',264.6,7' 2''
2015-16,Delon Wright,PG,6.60%,8,8.5,6' 4.25'',6' 5.5'',8' 5.5'',181.4,6' 7.5''
2015-16,Devin Booker,SG,8.30%,8.75,9,6' 4.5'',6' 5.75'',8' 6.5'',205.8,6' 8.25''
2015-16,Dez Wells,SG,8.10%,8.75,9.75,6' 3'',6' 4'',8' 4.5'',208.8,6' 9.5''
2015-16,Frank Kaminsky,C-PF,9.40%,8.5,9.5,6' 11.75'',7' 0.75'',9' 1.5'',231.2,6' 11''
2015-16,J.P. Tokoto,SF-SG,4.10%,8,8.75,6' 5.25'',6' 6.25'',8' 4.5'',195.8,6' 10''
2015-16,Jarell Martin,PF,10.10%,8.25,9.5,6' 8'',6' 9.25'',8' 10.5'',238.6,6' 9''
2015-16,Jerian Grant,PG,5.60%,8.25,8.5,6' 3.25'',6' 4.25'',8' 4'',198,6' 7.5''
2015-16,Jonathan Holmes,PF-SF,7.20%,8.25,9.5,6' 8.25'',6' 9.25'',8' 11.5'',242.2,6' 11.5''
2015-16,Jordan Mickey,PF,7.20%,8.75,9.5,6' 7'',6' 8.25'',8' 10'',238,7' 3.25''
2015-16,Justin Anderson,SF-SG,5.00%,8.5,9.5,6' 5.25'',6' 6.25'',8' 5'',230.6,6' 11.75''
2015-16,Justise Winslow,SF,5.30%,8.5,9.25,6' 4.5'',6' 6.5'',8' 8.5'',221.8,6' 10.25''
2015-16,Keifer Sykes,PG,5.00%,8.5,9.5,5' 10.5'',5' 11.75'',7' 9'',167.2,6' 2''
2015-16,Kelly Oubre,SF-SG,5.70%,9,8.75,6' 5.75'',6' 6.75'',8' 6.5'',202.8,7' 2.25''
2015-16,Kevon Looney,PF,11.90%,9.5,9.25,6' 8'',6' 9.25'',9' 2'',222.4,7' 3.5''
2015-16,Larry Nance,PF,6.40%,9,9.75,6' 7.5'',6' 8.5'',9' 0'',226.6,7' 1.5''
2015-16,Marcus Thornton,PG-SG,5.30%,8.25,8.5,6' 1.75'',6' 2.75'',8' 1.5'',177.4,6' 7.75''
2015-16,Michael Frazier II,SG,7.40%,8.25,9.25,6' 3.75'',6' 4.25'',8' 5.5'',199.4,6' 8''
2015-16,Michael Qualls,SG-SF,4.00%,9,10.25,6' 4'',6' 5'',8' 8.5'',201.4,7' 0.25''
2015-16,Montrezl Harrell,PF,11.90%,9,9.75,6' 7'',6' 7.5'',9' 1'',253.4,7' 4.25''
2015-16,Myles Turner,C-PF,9.30%,9.25,9.25,6' 9.75'',6' 11.5'',9' 4'',238.6,7' 4''
2015-16,Norman Powell,SG,6.40%,9.25,9,6' 3'',6' 4.25'',8' 6.5'',215.4,6' 10.75''
2015-16,Olivier Hanlan,PG-SG,4.30%,8,8.75,6' 3.25'',6' 4.25'',8' 4'',185.8,6' 6''
2015-16,Pat Connaughton,SG,10.20%,8.5,9.25,6' 4'',6' 5.25'',8' 0'',215,6' 8''
2015-16,Quinn Cook,PG,6.70%,7.5,8.75,6' 0.25'',6' 2'',8' 0.5'',179,6' 4''
2015-16,R.J. Hunter,SG,6.00%,8.5,8.25,6' 4.5'',6' 6'',8' 8'',185,6' 10.5''
2015-16,Rakeem Christmas,PF-C,9.60%,9.25,9,6' 8.25'',6' 9.75'',9' 2.5'',242.6,7' 5.25''
2015-16,Rashad Vaughn,SG,6.20%,8,8.5,6' 3.75'',6' 5'',8' 5'',198.6,6' 7''
2015-16,Richaun Holmes,PF,8.80%,8.5,8.5,6' 8.25'',6' 9.5'',9' 0'',242.8,7' 1.5''
2015-16,Robert Upshaw,C,12.50%,10,11,6' 10.75'',7' 0'',9' 5'',258.2,7' 5.5''
2015-16,Rondae Hollis-Jefferson,SF,5.00%,8.75,9.75,6' 5.5'',6' 7'',8' 8'',210.8,7' 2''
2015-16,Ryan Boatright,PG,6.60%,7.5,8.75,5' 10'',5' 11'',7' 8.5'',169.6,6' 0.5''
2015-16,Sam Dekker,SF,7.50%,8.5,9.25,6' 7.75'',6' 9'',8' 10'',218.6,6' 11.5''
2015-16,Stanley Johnson,SF,7.50%,9,9,6' 5'',6' 6.5'',8' 6'',241.8,6' 11.5''
2015-16,TJ McConnell,PG,7.30%,7.5,7,6' 0.5'',6' 2'',8' 0.5'',187.8,6' 2''
2015-16,Terran Petteway,SG,4.90%,8.25,8.25,6' 4.75'',6' 6'',8' 8.5'',209.2,6' 11.25''
2015-16,Terry Rozier,PG-SG,5.60%,8.25,8.5,6' 0.5'',6' 2.25'',8' 2.5'',190.2,6' 8.25''
2015-16,Treveon Graham,SF,5.50%,8.5,8.25,6' 4'',6' 5.75'',8' 7'',219.4,6' 10.5''
2015-16,Trey Lyles,PF,12.10%,9.25,10.25,6' 9'',6' 10.25'',9' 0'',241.2,7' 1.5''
2015-16,Tyler Harvey,SG,9.20%,7.75,8.75,6' 2.75'',6' 4'',8' 2.5'',181.4,6' 5.5''
2015-16,Tyus Jones,PG,6.50%,8.25,8.75,6' 0.5'',6' 2'',8' 1'',184.6,6' 5''
2015-16,Vince Hunter,PF,4.60%,9,8.75,6' 6.75'',6' 7.5'',8' 8.5'',208.4,6' 11''
2015-16,Willie Cauley-Stein,C,6.30%,9.5,9,6' 11.25'',7' 0.5'',9' 3'',242.4,7' 3''
2014-15,Zach LaVine,PG,4.70%,8.25,8.75,6' 4.5'',6' 5.75'',8' 4'',180.9,6' 8.25''
2014-15,Xavier Thames,PG,6.40%,8.25,9,6' 2.25'',6' 3.5'',8' 0'',187,6' 4''
2014-15,Tyler Ennis,PG,6.20%,8.25,8.75,6' 1'',6' 2.5'',8' 2'',181.5,6' 7.25''
2014-15,Thanasis Antetokounmpo,SF,6.05%,9,9.75,6' 5.25'',6' 6.25'',8' 8.5'',205.2,7' 0''
2014-15,T.J. Warren,SF,7.95%,8.75,9,6' 7'',6' 8.25'',8' 8'',220.2,6' 10.25''
2014-15,Spencer Dinwiddie,PG,5.35%,8.25,9,6' 4.5'',6' 6'',8' 7'',204.9,6' 8.25''
2014-15,Shabazz Napier,PG,7.35%,8.25,8.5,5' 11'',6' 1'',7' 9'',175.2,6' 3.25''
2014-15,Semaj Christon,PG,5.25%,8.5,8.25,6' 1.5'',6' 3.25'',8' 3'',186,6' 6.5''
2014-15,Sean Kilpatrick,SG,9.20%,9,9,6' 2.5'',6' 4.25'',8' 3'',218.7,6' 7''
2014-15,Russ Smith,PG,3.50%,8.25,8.5,5' 11.5'',6' 0.75'',7' 11'',160,6' 3.5''
2014-15,Rodney Hood,SF,7.45%,8.5,8.5,6' 7.25'',6' 8.5'',8' 7'',208.2,6' 8.5''
2014-15,Patric Young,PF,5.45%,9.25,9.5,6' 8.5'',6' 10'',8' 7.5'',246.8,7' 1.75''
2014-15,P.J. Hairston,SG,8.20%,8.75,9.75,6' 4.25'',6' 5.25'',8' 5'',228.8,6' 9''
2014-15,Noah Vonleh,PF,7.30%,9.75,11.75,6' 8'',6' 9.5'',9' 0'',247.1,7' 4.25''
2014-15,Nik Stauskas,SG,12.05%,8.5,8.5,6' 5.25'',6' 6.5'',8' 6'',206.9,6' 7.75''
2014-15,Nick Johnson,SG,6.05%,8.75,9.75,6' 1.5'',6' 3'',8' 0.5'',198,6' 7.25''
2014-15,Melvin Ejim,SF,6.45%,8.75,9.25,6' 5.25'',6' 7'',8' 7.5'',218.5,6' 11.25''
2014-15,Markel Brown,SG,4.20%,8.25,9.75,6' 2.5'',6' 3.5'',8' 4'',184.4,6' 8.75''
2014-15,Marcus Smart,PG,10.55%,9,8.75,6' 2'',6' 3.25'',8' 3'',227.2,6' 9.25''
2014-15,Lamar Patterson,SG,10.75%,9,9.25,6' 4'',6' 5.25'',8' 5'',226,6' 11''
2014-15,LaQuinton Ross,SF,16.30%,8.75,9.75,6' 6.5'',6' 7.5'',8' 10'',238.7,7' 1.75''
2014-15,Kyle Anderson,SF,13.35%,8.25,8.75,6' 7.5'',6' 8.5'',8' 11.5'',230.1,7' 2.75''
2014-15,Khem Birch,PF,6.00%,9,8.5,6' 7.5'',6' 9.25'',8' 11'',208.8,7' 1''
2014-15,Kendall Williams,PG,7.20%,8,7.75,6' 2.25'',6' 3.75'',8' 3'',183,6' 5.5''
2014-15,K.J. McDaniels,SF,4.45%,8.75,9.75,6' 4.5'',6' 6'',8' 6'',195.6,6' 11.25''
2014-15,Julius Randle,PF,9.40%,8.75,8.25,6' 7.75'',6' 9'',8' 9.5'',249.7,7' 0''
2014-15,Jordan McRae,SG,5.20%,8.75,8.5,6' 3.75'',6' 5.25'',8' 8'',179.4,7' 0.5''
2014-15,Jordan Clarkson,PG,4.30%,8.25,9,6' 3.25'',6' 5'',8' 2'',186.3,6' 8''
2014-15,Jordan Bachynski,PF,7.45%,9.25,10,7' 1.25'',7' 2'',9' 0.5'',254.1,7' 4''
2014-15,Jordan Adams,SG,10.80%,8.5,7.5,6' 3.5'',6' 4.75'',8' 6'',208.8,6' 10''
2014-15,Johnny O?Bryant III,PF,10.75%,9.25,9.5,6' 7.25'',6' 8.5'',8' 9'',256.8,7' 2.25''
2014-15,Joe Harris,SG,6.20%,8.5,9.75,6' 4.75'',6' 6.25'',8' 4'',215,6' 6''
2014-15,Jerami Grant,SF,3.75%,9.25,9.25,6' 6.5'',6' 7.75'',8' 11'',214,7' 2.75''
2014-15,Jarnell Stokes,PF,8.20%,9.75,10.5,6' 7'',6' 8.5'',8' 7.5'',262.8,7' 1.25''
2014-15,James Young,SG,5.10%,9,9.5,6' 5.25'',6' 6.75'',8' 8'',213.3,7' 0''
2014-15,James McAdoo,PF,6.15%,9.25,9,6' 7.5'',6' 8.75'',8' 10.5'',227.6,7' 2.25''
2014-15,Jabari Brown,SG,6.05%,9,9.25,6' 3'',6' 4.25'',8' 4'',201.9,6' 8.25''
2014-15,Glenn Robinson III,SF,5.05%,9,9.5,6' 5.5'',6' 6.75'',8' 4.5'',211.4,6' 10''
2014-15,Gary Harris,SG,4.55%,8.5,9.5,6' 2.5'',6' 4.5'',8' 0'',204.8,6' 6.75''
2014-15,Elfrid Payton,PG,5.65%,8.75,9,6' 2.5'',6' 3.75'',8' 2.5'',185.4,6' 8''
2014-15,Dwight Powell,PF,6.20%,9,9.25,6' 9.5'',6' 11'',8' 9'',234.4,7' 0.5''
2014-15,Doug McDermott,SF,7.10%,8.75,9.75,6' 6.25'',6' 7.75'',8' 7'',218,6' 9.25''
2014-15,Devyn Marble,SG,6.90%,8.25,8.5,6' 5'',6' 6.5'',8' 6'',192.4,6' 9''
2014-15,Deonte Burton,PG,7.65%,8.25,8,6' 0'',6' 1.25'',8' 1.5'',192.8,6' 7''
2014-15,DeAndre Daniels,SF,3.85%,9.25,10.5,6' 7.25'',6' 8.5'',8' 10.5'',196,7' 2''
2014-15,Dante Exum,SG,6.40%,8.5,9.5,6' 4.5'',6' 6'',8' 7'',196.3,6' 9.5''
2014-15,Cory Jefferson,PF,5.25%,8.75,9.75,6' 7.75'',6' 9'',8' 9'',218.4,7' 0.5''
2014-15,Cleanthony Early,SF,4.45%,8.5,9,6' 6'',6' 7.25'',8' 5.5'',209.4,6' 10.75''
2014-15,Cameron Bairstow,PF,8.70%,8.75,9,6' 8.75'',6' 9.75'',8' 11'',252.4,7' 0.75''
2014-15,C.J. Wilcox,SG,6.50%,8.75,9,6' 3.5'',6' 5'',8' 4.5'',201,6' 9.75''
2014-15,C.J. Fair,SF,5.05%,9,9,6' 6.5'',6' 8'',8' 8'',218.1,6' 9.5''
2014-15,Alex Kirk,PF,13.60%,9.25,10.5,6' 9.25'',6' 10.75'',9' 1.5'',252,7' 3.5''
2014-15,Alec Brown,PF,7.70%,9.25,8.75,7' 0.25'',7' 1.25'',9' 1'',231.2,7' 1.5''
2014-15,Adreian Payne,PF,7.55%,9.25,9.5,6' 9'',6' 9.75'',9' 1'',238.5,7' 4''
2014-15,Aaron Gordon,PF,5.05%,8.75,10.5,6' 7.5'',6' 8.75'',8' 9'',220.1,6' 11.75''
2014-15,Aaron Craft,PG,6.10%,7.75,8.5,6' 0.75'',6' 1.75'',7' 10.5'',191.6,6' 2''
2013-14,Adonis Thomas,SF,7.50%,9.25,9.5,6' 4.75'',6' 5.75'',8' 3'',231.8,7' 1''
2013-14,Alex Len,C,6.40%,9,10.75,,,,-,7' 3.5''
2013-14,Allen Crabbe,SG,4.65%,8.25,8.5,6' 5.25'',6' 6.25'',8' 7.5'',197.4,6' 11.25''
2013-14,Andre Roberson,PF-SF,7.05%,8.75,9.5,6' 6.25'',6' 7'',8' 8.5'',205.8,6' 11''
2013-14,Archie Goodwin,SG,4.55%,8.5,9,6' 3.75'',6' 5.25'',8' 6'',189,6' 9.5''
2013-14,BJ Young,SG-PG,4.70%,8.5,9.5,6' 2.25'',6' 3.5'',8' 3'',178.8,6' 8.25''
2013-14,Ben McLemore,SG,5.00%,8.75,9.5,6' 3.5'',6' 4.75'',8' 4.5'',189.2,6' 7.75''
2013-14,Brandon Davies,PF,8.60%,9,11,6' 8.5'',6' 10.25'',9' 0.5'',241.8,7' 1.5''
2013-14,Brandon Paul,SG,5.25%,8.5,9.5,6' 2.75'',6' 4'',8' 2'',201,6' 10.25''
2013-14,CJ Leslie,PF-SF,7.95%,8.75,9,6' 7.5'',6' 8.75'',8' 8.5'',209.2,7' 2.25''
2013-14,CJ McCollum,PG-SG,8.60%,8,9.5,6' 2.25'',6' 3.25'',8' 0.5'',197,6' 6.25''
2013-14,Carrick Felix,SF-SG,3.30%,8.5,9.5,6' 4.75'',6' 6.25'',8' 7.5'',202.6,6' 9.25''
2013-14,Cody Zeller,C-PF,4.75%,8.5,10.5,6' 10.75'',7' 0.25'',8' 10'',230,6' 10.75''
2013-14,Colton Iverson,C,9.60%,9.25,9.5,6' 10.5'',7' 0'',9' 2'',262.8,7' 2''
2013-14,Dennis Schroder,PG,4.10%,8.75,10.5,6' 1'',6' 2'',8' 2'',164.8,6' 7.75''
2013-14,Deshaun Thomas,SF,9.10%,8,8.75,6' 5'',6' 7'',8' 8'',219.8,6' 10''
2013-14,Dewayne Dedmon,C,8.35%,9,11,6' 10'',6' 11.5'',9' 1'',238.8,7' 4''
2013-14,Erick Green,PG,4.35%,8.5,9,6' 1.5'',6' 3'',8' 2'',178.2,6' 5.75''
2013-14,Erik Murphy,PF,7.95%,8.75,9.75,6' 8.75'',6' 9.5'',9' 0'',239.8,6' 10.5''
2013-14,Glen Rice,SF-SG,8.45%,8.5,9,6' 4.5'',6' 5.75'',8' 5.5'',210.8,6' 9.25''
2013-14,Gorgui Dieng,C,5.35%,9,10,6' 9.75'',6' 10.75'',9' 3.5'',229.6,7' 3.5''
2013-14,Grant Jerrett,PF,10.05%,8.5,9.25,6' 8.75'',6' 10.25'',9' 1'',232,7' 2''
2013-14,Isaiah Canaan,PG,5.90%,8.25,9.5,5' 11'',6' 0'',7' 10.5'',188.4,6' 4.5''
2013-14,Jackie Carmichael,PF,5.80%,9,10.25,6' 7.5'',6' 9'',8' 11'',241.2,7' 1.5''
2013-14,Jamaal Franklin,SG-SF,8.25%,8.5,8.25,6' 4'',6' 5.25'',8' 7.5'',190.8,6' 11.25''
2013-14,James Ennis,SF,4.50%,8.5,8.75,6' 5.75'',6' 7'',8' 8.5'',200.8,6' 11.5''
2013-14,James Southerland,SF-PF,8.05%,8,9.5,6' 7'',6' 8'',8' 10'',220.6,7' 1''
